ISBN-10,ISBN-13,タイトル,著者,出版社,出版日,書齢,定価,価格（新品）,在庫数（新品）,価格（非常によい）,在庫数（非常によい）,価格（良い）,在庫数（良い）,価格（キズや使用感あり）,在庫数（キズや使用感あり）,内容,ジャンル,言語,本の長さ,版型
"4579209524","9784579209521","ミナペルホネンのプリント (mina¨ perhonen)","ミナペルホネン 著","文化出版局","2005-08","20年","2200","","","","","","","","","絵を描き、それを布に写し取る。その時にしか生まれないタッチや色を大切にし、その緊張感や高揚感すら表現する…。ファッションブランド「ミナペルホネン」のオリジナルプリント柄１００種を紹介。","家事","jpn","","A5"
"4861007461","9784861007460","ミナペルホネン？","ミナペルホネン 著","ビー・エヌ・エヌ新社","2011-04","14年","2860","","","","","1635","2","","","ファッションブランド「ミナペルホネン」の１５年の歩みを言葉と写真で織りなす書。ミナペルホネンが積み重ねてきたこでまでの時間、思想、取り組みをビジュアルと言葉で束ね表現されている。","芸術総記","jpn","207","B5"
"4861008964","9784861008962","レター 01．","ミナペルホネン 著","ビー・エヌ・エヌ新社","2013-09","12年","1320","","","","","","","380","1","ミナペルホネンから創造的に日々の暮らしを送る人たちへ届けられた、日記のような言葉と写真の手紙。第１集は２０１１年８月２日～１２年７月２６日分。飾ったりできるよう、１枚ずつめくりとれる特殊な製本を採用。","日本文学・評論・随筆・その他","jpn","","A5"
"4861527643","9784861527647","ミナペルホネン／皆川明 つづく","ミナ ペルホネン 著,皆川明 著","青幻舎","2020-01","6年","4070","4070","1","","","","","1784","1","「特別な日常服」をコンセプトに皆川明が設立した「ミナペルホネン」の25年が1冊に！「つづく」をキーワードに作品や資料を収録。","芸術総記","","261","B5変"
"4416524064","9784416524060","シェーカー家具大全","宇納正幸 著,白木克洋 著,西川栄明 著","誠文堂新光社","2024-09-06","1年5ヶ月","6600","6600","8","","","","","","","シンプルな構造で機能性に優れた、18世紀末に生まれたシェーカー家具。無駄を削ぎ落としたフォルムは、現在も人気がありファンが多い。近代家具デザインにも影響を及ぼしている。

本書は、シェーカー家具の生まれた背景や歴史、デザイン、構造、製作方法などについて、数多くの写真や図面と共に詳しく紹介。共著者は、シェーカー家具の製作者・研究者。以下にポイントを記載。

・シェーカー家具を作ったシェーカー教徒たちが、どのようなものづくりを行っていたかなどの歴史を年代ごとに解説。
・作り手の立場から、椅子やオーバルボックスなどの製作物について解説。
・100年以上前に作られたロッキングアームチェアを分解し、椅子の構造やシェーカー教徒が施した工夫などを探った。
・椅子、スタンド、オーバルボックスなどの製作工程を詳しく紹介。
→ エンフィールドチェア、ロッキングチェア、オーバルボックス、オーバルキャリア、キャンドルスタンド、タオルラック、ハンガーなど。
・椅子など6点の図面を掲載。
・シェーカー家具の源流、北欧のデザイナーなどへの影響などについて、椅子やテーブルの写真とともに、どのような流れで影響していったかを解説。
・アメリカのシェーカーコミュニティー跡やミュージアムで撮影した写真を、ふんだんに掲載。

■目次
シェーカー家具とは何か
地図：シェーカーコミュニティー所在地

CHAPTER 1　シェーカーのものづくりと理念
プロローグ　シェーカーの誕生から衰退までの簡略史
(1) シェーカーのものづくりの変遷
(2) シェーカーのものづくりを支える理念
(3) シェーカーコミュニティーとものづくりの現場
(4) シェーカーコミュニティーと家具

CHAPTER 2　作り手から見た、シェーカー家具の特徴
(1)椅子
(2)ダイニングテーブル
(3)スタンド
(4)オーバルボックスとキャリア
(5)箱物類、デスク
(6)道具と治具

CHAPTER 3　シェーカーチェアを解体する
ロッキングアームチェアNo.7（マウントレバノン製）を解体する
図面
ロッキングアームチェアNo.7（マウントレバノン製）を解体して分かったこと、再確認できたこと

CHAPTER 4　シェーカーチェアやオーバルボックスなどの作り方（製作工程）　
(1)エンフィールド・サイドチェア 1840の制作工程
(2) エンフィールド・ロッカーの製作工程
(3) オーバルキャリアLの製作工程
(4) オーバルボックスNo.3の製作工程
(5) キャンドルスタンドの製作工程
(6) タオルラックの製作工程
(7) ハンガーの製作工程

シェーカー関連年表
*************簡素で機能性に優れたシェーカー家具。デザイン、構造、製作方法、生まれた背景や歴史などについて、数多くの写真や図面と共に紹介。シェーカー家具とは何か
地図：シェーカーコミュニティー所在地

CHAPTER 1　シェーカーのものづくりと理念
プロローグ　シェーカーの誕生から衰退までの簡略史
(1) シェーカーのものづくりの変遷
・ものづくりの始まり　1774～1784年
・集団的ものづくりと同質化　1785～1799年
・高品質で多品目なものづくりと進歩主義　1800～1820年
・需要の拡大、ものづくりの反映と洗練　1821～1836年
・個人的表現の発生　1837～1856年
・椅子事業への取り組み　1857～1874年
・メンテナンスと職人的ものづくり　1875～1899年
・衰退期のものづくりと文化の継承　1900年～現在
(2) シェーカーのものづくりを支える理念
・シンプリシティー（簡素、単純性）　－理想の反映－
・有用性と機能主義　－現実的な効用－
・調和　－法と秩序－
(3) シェーカーコミュニティーとものづくりの現場
・シェーカーコミュニティーとは
・コミュニティーの組織制度
・コミュニティーでの暮らしと建物
(4) シェーカーコミュニティーと家具
1)ニューヨーク州：マウントレバノン、ウォーターブリット
2) マサチューセッツ州：ハンコック、ハーバード
3) ニューハンプシャー州：カンタベリー、エンフィールド
4) メイン州：アルフレッド、サバスデイレイク
5) ケンタッキー州：プレザントヒル、サウスユニオン
6) オハイオ州：ユニオンビレッジ、ノースユニオン

CHAPTER 2　作り手から見た、シェーカー家具の特徴
(1)椅子
(2)ダイニングテーブル
(3)スタンド
(4)オーバルボックスとキャリア
(5)箱物類、デスク
(6)道具と治具
コラム　シェーカーチェアの源流／シェーカー家具が北欧のデザイナーなどに影響を与えた

CHAPTER 3　シェーカーチェアを解体する
ロッキングアームチェアNo.7（マウントレバノン製）を解体する
図面
ロッキングアームチェアNo.7（マウントレバノン製）を解体して分かったこと、再確認できたこと

CHAPTER 4　シェーカーチェアやオーバルボックスなどの作り方（製作工程）　
(1)エンフィールド・サイドチェア 1840の制作工程
(2) エンフィールド・ロッカーの製作工程
(3) オーバルキャリアLの製作工程
(4) オーバルボックスNo.3の製作工程
(5) キャンドルスタンドの製作工程
(6) タオルラックの製作工程
(7) ハンガーの製作工程

コラム　UNOH Shaker styleのサイドチェア
シェーカー関連年表","写真・工芸","jpn","248","B5"
"4860212398","9784860212391","北欧のカップ＆ソーサー (Yu mook)","","雄出版","2006-04","19年","1362","","","","","","","448","4","北欧の国で生まれたテーブルウェアのモチーフは、花や草木の緑などの自然にあふれ、四季に恵まれた日本の暮らしにさりげなく調和する。デザイナーの創意と情熱あふれる、北欧のカップ＆ソーサーの魅力を紹介する。","諸芸･娯楽","jpn","128","A5"
"4777024660","9784777024667","北欧ファブリック図鑑 (NEKO MOOK)","","ネコ・パブリッシング","2020-03-31","5年","1540","","","","","","","","","北欧ならではの大胆で独創的なデザインが目を引く人気のファブリックパターンから、
そのパターンを落とし込んだ日常のアイテム、ブランド紹介まで。
インテリアに今すぐ取り入れられる身近な北欧デザインを集めました。インテリアに今すぐ取り入れられる身近な北欧デザインを集めました。北欧ならではの大胆で独創的なデザインが目を引く人気のファブリックパターンから、
そのパターンを落とし込んだ日常のアイテム、ブランド紹介まで。
インテリアに今すぐ取り入れられる身近な北欧デザインを集めました。

カバーデザインは、今年創立200周年を迎えるフィンランド最古のテキスタイルブランド、
フィンレイソンの「ANNUKKA　アンヌッカ」。ミルヤ・ティッサリによる1976年のデザインで、
200周年を記念し復刻した70年代の雰囲気を感じさせるダイナミックな花柄。
カバーはひっくり返すと色違いのバージョンになる仕様です。

  【主なコンテンツ】
北欧ファブリック図鑑
美しいパターンが身近にある
北欧の豊かな暮らし
1 章　愛され続ける北欧を代表するパターン
2 章　今をときめく人気デザイナーのパターン
3 章　もっと知りたい、北欧の素敵なブランド
4 章　日本から発信、北欧デザインのブランド

Finlayson
創立200周年を迎えるフィンレイソン
生活に密着した愛され続けるデザイン
真似したい、布で楽しむ北欧のインテリア

― Recipe
北欧ビンテージのファブリックと器でおいしい時間

― Essay
素朴でかわいい！
北欧ビンテージファブリックに魅せられた暮らし

― Column
Svenskt Tenn
Laina Koskela
Leena Kisonen
Annajaliisa

Shop Guide

","家事","","194","A5"
"4838756135","9784838756131","居心地のいい家具。 (MAGAZINE HOUSE MOOK Casa BRUTUS特別編集)","","マガジンハウス","2023-06-16","2年","1650","","","","","","","","","NEW STANDARD
居心地のいい家具。

椅子、照明、テーブル、ベッドウェア…。
今の時代の居心地のいい家具400。

今、居心地のいい部屋を作るためには、どんな家具を選べばいいのでしょうか。
パンデミックを経て、家でも仕事をすることが当たり前の習慣になり、ウェルビーイングの視点からは、寝室で過ごす時間を大切にする向きも増えました。
持続可能な素材として、長く使える木製家具も、あらためて注目されています。
国も時代も超えて、ワンクリックでどんな家具も購入できる時代です。
だからこそ、知りたいのは信頼できる目利きたちが家具を選ぶ基準。
選ばれた家具とじっと向き合っていたら、新しい時代のスタンダードが見えてきました。

居心地のいいデザインとは。
文・深澤直人

DESIGNERS
by LICHT
心地いい家具と、そのデザイナー。
コンテンポラリー／ミニマリズム／ポストモダン
イタリアンモダン／クラシック
Interview _須摩光央（LICHT）

NEW WOOD
feat. Norm Architects
新しい木の家具。
ユニークな形状／ソフトミニマリズム／巨匠の名作／新しいブランド
Interview_ヨナス・ビエール=ポールセン
&amp;フレデリック・ウェルナー（Norm Architects）

FOR WORK
by FLOOAT
働くための家具。
タスクチェア／ソファ＋サイドテーブル／ラウンジチェア＋サイドテーブル
デスク／シェルフ／ライト／ツール
Interview _吉田裕美佳（FLOOAT）

BEDROOM
feat. Magniberg
寝室のしつらえ。
レイアウト／ベッドウェア／ブランケット&amp;ベッドスプレッド
ブラインド&amp;カーテン／ベッドサイドの小物
Interview_ベント・ソーンフォルス
&amp;ニーナ・ノーグレン（Magniberg）

JAPANESE MODERN
by GALLERY-SIGN
いま注目したい、ジャパニーズモダンの巨匠。
剣持勇／イサム・ノグチ／坂倉準三／柳宗理
乾三郎／前川國男／松村勝男／丹下健三
Interview _溝口至亮（GALLERY-SIGN）

21ST. CENTURY MASTERPIECES 100
21世紀の名作デザイン100

INTERIOR BRAND
インテリアブランドの現在。
フリッツ・ハンセン／ノル／カッシーナ
ビー・アンド・ビー イタリア／アルテック／カールハンセン&amp;サン
ヘイ／ハーマンミラー／カリモク家具／マルニ木工

OUR ROOM ―家にあるもの。― 
本地択也・亜紀 （サロンディレクター）","諸芸･娯楽","jpn","148","A4変"
"4939102491","9784939102493","北欧デザイン 1 家具と建築","渡部千春 著","プチグラパブリッシング","2003-10","22年","2640","","","","","","","","","アアルト、ヤコブセン、ウェグナー、パントン…。デザインから感じる、「北欧」というモダン。ヴィジュアルディレクトリー「北欧デザイン」シリーズ、第１巻は家具と建築。","芸術総記","jpn","176","A5"
"4838785526","9784838785520","超・椅子大全！ (マガジンハウスムック)","","マガジンハウス","2009-03","16年","1258","","","","","1308","1","","","椅子の造形に過剰なまでの執着を見せた巨匠デザイナーの椅子人生、著名デザイナーご自慢の椅子、１８００年代から２００９年までの最新名作椅子１５０など、椅子にまつわるあれこれを集めた読んで楽しい椅子ガイド。","諸芸･娯楽","jpn","154","A4変"
"475625862X","9784756258625","椅子とめぐる20世紀のデザイン","織田憲嗣 執筆","パイインターナショナル","2024-03-14","1年11ヶ月","2860","","","","","","","","","アール・ヌーヴォーからポストモダンまで、20世紀のデザインを名作椅子とともに解き明かす

モダニズムの元祖となったバウハウスや、プラスチックや成型合板で曲面のデザインを可能にしたアメリカのミッド・センチュリー、そして奇抜でカラフルなイタリアのポストモダンなど、20世紀は革命的なデザインムーブメントが巻き起こった、大デザイン時代でした。本書は100年におけるデザインの変遷を、各時代の名作椅子とともに解き明かします。

織田コレクションとは
椅椅子研究家の織田憲嗣氏が長年かけて収集、研究してきた20世紀のすぐれたデザインの家具と日用品のコレクション。近代デザイン史の変遷を俯瞰できる学術的にも極めて貴重な資料として、世界的にも高い評価を得ている。","芸術総記","jpn","224","B5"
"4838752954","9784838752959","名作椅子と暮らす。 (MAGAZINE HOUSE MOOK Casa BRUTUS特別編集)","","マガジンハウス","2018-07-02","7年","1430","","","","","","","","","CHAIR LIFE
名作椅子と暮らす。

空間の中で、インテリアのスタイルを決定づけるのは椅子です。
だから暮らしのパートナーにどんな椅子を選ぶかは、とても大切です。
そこで、独自の審美眼を持って様々な世界で活躍する目利きたちに、
コレクションの数々と、そのセレクトの基準を教えてもらいました。
彼らの椅子選びをヒントに、自分だけの「名作椅子」を探しましょう。


清永浩文(SOPH.) 椅子マスターを魅了した実用性のあるヴィンテージ。 
片山正通(Wonderwall) 実験性にあふれるモダニズムの椅子。 
〈visvim〉 独特の存在感を放つジャンヌレの椅子。 
〈HYKE〉 さりげない女性らしさが潜むペリアンの美学。 
〈ドーバー ストリート マーケット NY〉に選ばれた2脚。
南 貴之(alpha.co.ltd) 一期一会の出会いが作るコレクション。 
〈ISABEL MARANT〉 ショップで出会うオランダとブラジルの感性。 
オランダのコンパスチェア一覧! 
宮田一彦(建築家)?日本家屋に調和するフレンチヴィンテージ。 
ムラカミカイエ インダストリアルからクラフトに至る収集の変遷。 
〈うどん 丸香〉 讃岐うどんの名店に〈トリックス〉の《Hスツール》。 
世界にひとつだけの名作椅子。 
〈sacai〉 ストーリーのあるミッドセンチュリーの椅子。 
ミッドセンチュリーのスーパースターが集結。?DESIGNS FOR LIVING(『PLAYBOY』JULY 1961) 
〈とんかつ まい泉〉老舗とんかつ店で愛され続けるイームズ。 
川田 修(BOOK AND SONS) ぬくもりだけじゃない、ストーリーのある北欧ミックス。 
〈TIFFANY &amp; CO.〉 〈ティファニー〉の特別な空間に北欧の名作椅子。 
井出恭子(YAECA) 長く一緒に暮らす相手として選ぶ木の椅子。
〈REPOSSI〉 ハイジュエラーが選んだドナルド・ジャッドの椅子。 
成田博昭(FRUCTUS) ヴィンテージのコンテンポラリーな楽しみ方。 
石川康晴 現代美術コレクターが集める坂倉準三の椅子。 
〈墨会館〉 丹下健三がデザインした名作椅子。 

CHAIR LOVE 
??超・名作椅子カタログ100?
??名作椅子を生み出す世界ブランドの基礎知識。 

VINTAGE SHOP 良質なヴィンテージチェアが見つかる14軒/ヴィンテージチェアの見分け方

STANDARD / PK22 永遠のマスターピース 《スタンダード チェア》と《PK22》 
●ジャン・プルーヴェと《スタンダード チェア》。 
●ポール・ケアホルムと《PK22》。 

IT DESIGNER! 
●ピエール・ジャンヌレ
●フリソ・クラマ","諸芸･娯楽","jpn","178","A4変"
"4416523181","9784416523186","名作椅子の解体新書 PART2","西川栄明 著,坂本茂 著","誠文堂新光社","2023-10-10","2年","3520","","","","","","","","","『名作椅子の解体新書』（2020年刊行）の続編。レッドアンドブルーチェアやトーネットNo.14など「名作椅子」と呼ばれている椅子、フィン・ユールやイームズなどの著名デザイナーがデザインした椅子について、解体（分解）、組立、座の張り替えなどの工程を写真入りで詳細に紹介（＊椅子によって、解体のみ、解体・組立、布（革）張りの剥がし　等々のパターンあり）。

これらを紹介しながら、各椅子の特徴、構造、デザイナーの思いなど探っていく。
１）どのような技術が駆使されているか：接合方法、強度の持たせ方、デザインを生かすための工夫、外見からはわからない隠れた部分での工夫　など
２）長所、短所
３）素材：使用木材や金属の種類、張地の中身（綿、布、馬毛、ウレタンなど）　など
４）デザイナーがどのような考え方で、その椅子を手掛けたのか。どのような経緯で、その椅子が誕生したのか。
５）掲載椅子（19脚）
・レッドアンドブルーチェア〔ヘリット・トーマス・リートフェルト〕
・ワシリーチェア〔マルセル・ブロイヤー〕
・トーネットNo.14〔トーネット〕
・チーフティンチェア〔フィン・ユール〕
・BO59〔フィン・ユール〕
・ディプロマットチェア〔フィン・ユール〕
・PP124〔ハンス J. ウェグナー〕
・ミニベアチェア〔ハンス J. ウェグナー〕
・PK31〔ポール・ケアホルム〕
・アームチェア402〔アルヴァ・アアルト〕
・ラミノチェア〔イングヴェ・エクストロム〕
・ヨーテボリチェア〔エリック・グンナール・アスプルンド〕
・キャブ〔マリオ・ベッリーニ〕
・イームズラウンジチェア〔イームズ〕
・アルミナムグループチェア〔イームズ〕
・モデル72〔エーロ・サーリネン〕
・山葉文化椅子〔日本樂器製造株式会社〕
・コトブキ製サイドチェア〔柳宗理〕
・曲彔『名作椅子の解体新書』(2020年)の続編。椅子19脚の解体や組立を行い、部材や接合方法を詳細紹介。特徴や構造などを探る。　・チーフティンチェア〔フィン・ユール〕
チーフティンチェアを解体・修復する
－なぜ、チーフティンチェアのアームには鉄板が入っているのか－

・BO59〔フィン・ユール〕
フィン・ユールのBO59を解体する
－特徴的なX字形の貫は、どのような構造になっているのか－

・ディプロマットチェア〔フィン・ユール〕
ディプロマットチェアを解体・修復する
－フィン・ユールがデザインした、量産タイプのノックダウン式アームチェア－

・PP124〔ハンス J. ウェグナー〕
ウェグナーのPP124をフレーム状態にする
－丈夫なロープ（フラッグ・バリヤード）を背と座に使用したロッキングチェア－

・ミニベアチェア〔ハンス J. ウェグナー〕
ミニベアチェアを解体・修復する
－ミニベアチェアは、パパベアチェアとどこが違うのか－

・PK31〔ポール・ケアホルム〕
ポール・ケアホルムのPK31を解体・修復する
－シートや背もたれを横に連結して、座席を増やせるソファ－

・アームチェア402〔アルヴァ・アアルト〕
アアルトのアームチェア402を解体・修復する
－アアルト夫妻の曲げ加工技術研究によって生まれた椅子－

・ラミノチェア〔イングヴェ・エクストロム〕
ラミノチェアを解体・修復する
－スウェーデンで人気の高い、人間工学の視点からデザインされたノックダウン式のエレガントな椅子－

・ヨーテボリチェア〔エリック・グンナール・アスプルンド〕
ヨーテボリチェアを解体する
－トーネットの椅子に似ているといわれるが、構造面では似て非なるもの－

・トーネットNo.14〔トーネット〕
トーネットNo.14を分解する
－なぜ、トーネットの椅子は世界中で愛用されてきたのか－

・レッドアンドブルーチェア〔ヘリット・トーマス・リートフェルト〕
レッドアンドブルーチェアを分解する
－なぜ、レッドアンドブルーチェアは、見た目にインパクトがあるのか－

・ワシリーチェア〔マルセル・ブロイヤー〕
ワシリーチェア（B3）を分解する
－なぜ、ワシリーチェアの素材にスチールパイプが使われたのか－

・キャブ（CAB）〔マリオ・ベッリーニ〕
キャブ（CAB）の革を剥がす
－なぜ、素材は革だけに見えるのに、強度も柔軟性もある椅子になっているのか－

・イームズラウンジチェア〔イームズ〕
イームズラウンジチェアを解体・修復する
－なぜ、イームズラウンジチェアは、イームズの椅子の代表作といわれるのか－

・アルミナムグループチェア〔イームズ〕
アルミナムグループチェアを分解する
－イームズが、構造上の重要箇所にアルミニウムを用いる先駆けとなった椅子－

・モデ","写真・工芸","jpn","208","B5"
"4306047067","9784306047068","フランク・ロイド・ライトー世界を結ぶ建築","監修:ケン・タダシ・オオシマ,監修:ジェニファー・グレイ","鹿島出版会","2023-11-06","2年","3080","","","","","","","","","華麗な装飾、自然との調和、独自の存在感を放つ造形、素材と構法の革新、未来的なヴィジョンの数々。
近年のF.L.ライトの成果を基にした、四半世紀ぶりに日本で開催される待望の展覧会。

フランク・ロイド・ライト（1867-1959）
カウフマン邸（落水荘）やグッゲンハイム美術館で知られるライトは、帝国ホテル二代目本館、自由学園明日館も手がけ、熱烈な浮世絵愛好家の顔をもつ。帝国ホテル二代目本館100周年記念展覧会「フランク・ロイド・ライト　世界を結ぶ建築」展公式カタログ。フランク・ロイド・ライト――世界を結ぶ建築　　ケン・タダシ・オオシマ
フランク・ロイド・ライトとランドスケープ　　ジェニファー・グレイ
SECTION 1　モダン誕生　シカゴ―東京、浮世絵的世界観
SECTION 2　「輝ける眉」からの眺望 
日本におけるライト建築　　水上 優
SECTION 3　進歩主義教育の環境をつくる 
SECTION 4　交差する世界に建つ帝国ホテル
ライトの日本の弟子たち　　田中厚子
SECTION 5　ミクロ／マクロのダイナミックな振幅
ユーソニアン・オートマチック・システム――個人の主権から公共デザインまで　　マシュー・スコンスバーグ
SECTION 6　上昇する建築と環境の向上 
SECTION 7　多様な文化との邂逅
帝国ホテル・ライト館から新本館へ　　田根 剛
フランク・ロイド・ライト年表
一般公開作品リスト
参考文献
出品作品リスト","芸術総記","jpn","256","B5"
"4870999838","9784870999831","美しい椅子 (〔エイ〕文庫)","島崎信 著,生活デザインミュ－ジアム 著","枻出版社","2003-12","22年","748","","","","","","","","","","家事","jpn","171","A6/文庫"
"483878936X","9784838789368","北欧デザインの名作と暮らす (マガジンハウスムック)","","マガジンハウス","2014-07-10","11年","1375","","","","","","","","","北欧で生み出される家具や食器、テキスタイルなどに共通するのは、シンプルで機能的なデザインと、ナチュラルな「ぬくもり」。北欧デザインの名作を一から復習し、新定番といえる新作プロダクトも徹底ガイドする。","諸芸･娯楽","jpn","137","A4変"
"4902930307","9784902930306","セイナッツァロ役場＆夏の家 (World architecture)","宮本和義 撮影,齊藤哲也 解説,牧尾晴喜 〔訳〕","バナナブックス","2014-01","12年","1870","","","","","","","","","北極圏から南に数百キロ、湖に浮かぶわずか人口三千人の小さな島に建てられたセイナッツァロの役場（フィンランド・セイナッツァロ／1952）と、彼の地に魅入られたアアルト自身の別荘である夏の家（1953）。戦後の第一作にして生涯の傑作とされる公共施設とユニークな実験住宅。自然にとけこむプランからインテリアまでを、豊富な写真と建築家の転機をふまえた解説で紹介する。



アルヴァ・アアルト （1898-1976）フィンランドが生んだ近代建築の世界的な建築家。建築、都市計画から家具、テーブルウエアなどの生活用具までそのデザイン領域は多彩。独立当初は新古典主義の作風であったが、パイミオのサナトリウム(1928)で北欧のモダニズムの旗手として登場する。木や竹やレンガの使用、うねる壁面や天井などモダニズムをより柔らかく表現した作風でアアルト独自のスタイルをつくる。マイレア邸、セイナッツァロ役場、ヘルシンキ工科大学、フィンランディアホールなど大小さまざまな建築がフィンランド全土に建つ。



＊オールカラー

＊全テキスト、日本語・英語併記生涯の傑作とされる公共施設・セイナッツァロの役場と、アアルト自身の別荘であるユニークな実験住宅・夏の家。自然にとけこむプランからインテリアまでを、豊富な写真と建築家の転機をふまえた解説で紹介する。","建築","jpn","71","A5"
"4939102513","9784939102516","北欧デザイン 3 テキスタイルとグラフィック","渡部千春 著","プチグラパブリッシング","2004-02","22年","2640","","","","","798","2","586","1","マリメッコ、ティオ・グルッペン、オーレ・エクセル…。くらしと歩む、心地よきデザインたち。ヴィジュアルディレクトリー「北欧デザイン」シリーズ、第３巻はテキスタイルとグラフィック。","芸術総記","jpn","176","A5"
"4761532645","9784761532642","アルヴァ・アアルトのインテリア","小泉隆 著","学芸出版社（京都）","2020-10-28","5年","3520","","","","","","","","","上質な建築の真価は内部空間に現れる。北欧を代表する建築家アルヴァ・アアルトは、自ら設計した建築のインテリアの隅々まで使いやすさ、美しさを追求した。暮らしに対する鋭い感覚と研ぎ澄まされたデザイン力が結実した椅子、木製家具、照明、ガラス器、テキスタイルの120作品を、500点以上の写真、スケッチ、図面で紹介。暮らしに対する鋭い感覚、研ぎ澄まされたデザインが結実した北欧の椅子、照明、ガラス器など120作品を500点の図版で紹介Introduction　アアルトのインテリアデザインを支えた思想と背景 ─親しみやすさと革新性の共存─

Total Design
パイミオのサナトリウム
サヴォイ・レストラン
マイレア邸
国民年金会館本館
ルイ・カレ邸
ハーバード大学図書館のポエトリールーム
米国国際教育研究所のカウフマン会議室

Exhibition and Promotion 
最小限住宅展
ヨーロッパでの展覧会と評価の高まり
アルテック社の設立
パリ万国博覧会のフィンランド館
ニューヨーク万国博覧会のフィンランド館
フィンランド・ハウジングフェア

Chair 
古典主義期の椅子
デザインの近代化の兆し
オット・コルホネンとの出会いとスタッカブルチェアの誕生
木材加工技術開発の出発点となったスチールパイプ製の椅子
フォーク・センナ
世界初の柔らかい木製椅子
トーネット社のコンペティション
肘掛けも一体化されたハイブリッドチェア
木製のキャンチレバーチェアの誕生
ループ状の木製フレームによるパイミオチェア
門型の木製サイドフレームによるアームチェア
マルセル・ブロイヤーとの相互関係
キャンチレバーチェアのヴァリエーション
L-レッグの誕生とスツール 60
「柱の妹」と呼ばれた椅子の脚
実験から生み出された木製のレリーフ
Y-レッグ
X-レッグ
アームチェアのヴァリエーション
国民年金会館本館のスパゲッティチェア
フィンランディア・ホールの椅子
V63 スツール
バルコニーチェア
ガーデンファニチャー

Other Wooden Furniture 
機能主義への移行期の家具
曲げ木の加工技術を応用した家具
900/901 ティートローリー
トライアングルフレームの棚
100 パーテーション
H-レッグのテーブル
フィンランドが育んだ白樺の活用

Lamp 
古典主義期の照明
機能主義期の照明
有機的なフォルムをまとったランプ
ポール・ヘニングセンからの影響
リング状のシェードで光源を包み込んだ照明
円筒形のペンダントランプ
球形のスポットライト

Glass Object
ボルゲブリック
リーヒマキ・フラワー
アアルトベース
マイヤ
1930年代のガラス皿
アアルトフラワー
誕生日プレゼントのラージベース
1950年代のガラス皿
イッタラ社と工場

Textile
特定の建築のためにデザインされたテキスタイル
アイノのテキスタイル
世界各地のテキスタイルへの関心
1950年代のテキスタイル

Store an","建築","jpn","208","A5"
"434441425X","9784344414259","わたしのマトカ (幻冬舎文庫)","片桐はいり 著","幻冬舎","2010-02-10","16年","726","","","523","1","","","","","映画の撮影で一カ月滞在した、フィンランド。森と湖の美しい国で出会ったのは、薔薇色の頬をした、シャイだけど温かい人たちだったーー。旅好きな俳優が綴る、笑えて、ジンとくる名エッセイ。","日本文学・評論・随筆・その他","jpn","200","A6/文庫"
